title,text,subject,date
Factbox: Why the Zika virus is causing alarm,"Global health officials are racing to better understand the Zika virus behind a major outbreak that began in Brazil last year and has spread to many countries in the Americas.  The following are some questions and answers about the virus and current outbreak: How do people become infected? Zika is transmitted to people through the bite of infected female mosquitoes, primarily the Aedes aegypti mosquito, the same type that spreads dengue, chikungunya and yellow fever. The Pan American Health Organization (PAHO) said Aedes mosquitoes are found in all countries in the Americas except Canada and continental Chile, and the virus will likely reach all countries and territories of the region where Aedes mosquitoes are found. How do you treat Zika? There is no treatment or vaccine for Zika infection. Companies and scientists are racing to develop a safe and effective vaccine for Zika, but the World Health Organization (WHO) had said early in 2016 that it would take at least 18 months to start large-scale clinical trials of potential preventative shots. A vaccine is not expected to be ready for widespread use for at least two or three years. U.S. government researchers said they started their first clinical trial of a Zika vaccine. How dangerous is it? The U.S. Centers for Disease Control and Prevention concluded that infection with the Zika virus in pregnant women is a cause of the birth defect microcephaly and other severe brain abnormalities in babies. The CDC said now that the causal relationship has been established, several important questions must still be answered with studies that could take years. According to the World Health Organization, there is strong scientific consensus that Zika can cause the birth defect microcephaly in babies, a condition defined by unusually small heads that can result in developmental problems. In addition, the agency said it could cause Guillain-Barre syndrome, a rare neurological disorder that can result in paralysis. Conclusive proof of the damage caused by Zika may take months or years. Brazil reports the number of confirmed cases of microcephaly at more than 1,700 as doctors and Brazilian health officials find that some suspected cases of microcephaly are not the disorder. Suspected ones under investigation had declined to 3,257. Brazil registered 91,387 likely cases of the Zika virus from February until April 2. Current research in Brazil indicates the greatest microcephaly risk is associated with infection during the first trimester of pregnancy, but health officials have warned an impact could be seen in later weeks. Recent studies have shown evidence of Zika in amniotic fluid, placenta and fetal brain tissue. What are the symptoms of Zika infection?     People infected with Zika may have a mild fever, skin rash, conjunctivitis, muscle and joint pain and fatigue that can last for two to seven days. But as many as 80 percent of people infected never develop symptoms. The symptoms are similar to those of dengue or chikungunya, which are transmitted by the same type of mosquito. How can Zika be contained? Efforts to control the spread of the virus focus on eliminating mosquito breeding sites and taking precautions against mosquito bites such as using insect repellent and mosquito nets. U.S. and international health officials have advised pregnant women to avoid travel to Latin American and Caribbean countries where they may be exposed to Zika. How widespread is the outbreak? Active Zika outbreaks have been reported in at least 54 countries or territories, most of them in the Americas, according to the U.S. Centers for Disease Control and Prevention (CDC). Brazil has been the country most affected. (1.usa.gov/1ovAJyh) Africa (1): Cape Verde  Americas (45): Anguilla, Antigua, Argentina, Aruba, Barbados, Barbuda, Belize, Bolivia, Bonaire, Brazil, Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, Ecuador, El Salvador, French Guiana, Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Nicaragua, Panama, Paraguay, Peru, Saba, Puerto Rico, Saint Barthelmy, Saint Lucia, Saint Martin, Saint Vincent and the Grenadines, Saint Eustatius, St. Maarten, Suriname, Trinidad and Tobago, Turks and Cacos, U.S. Virgin Islands and Venezuela. Oceania/Pacific Islands (8): American Samoa, Fiji, Kosrae, Federated States of Micronesia, Marshall Islands, New Caledonia, Papua New Guinea, Samoa, and Tonga.  What is the history of the Zika virus? The Zika virus is found in tropical locales with large mosquito populations. Outbreaks of Zika have been recorded in Africa, the Americas, Southern Asia and the Western Pacific. The virus was first identified in Uganda in 1947 in rhesus monkeys and was first identified in people in 1952 in Uganda and Tanzania, according to the WHO.  Can Zika be transmitted through sexual contact? The World Health Organization (WHO) said sexual transmission is “relatively common” and has advised pregnant women not to travel to areas with ongoing outbreaks of Zika virus. It also  advised women living in areas where the virus is being transmitted to delay getting pregnant. The U.S. CDC is investigating about a dozen cases of possible sexual transmission. Those cases involved possible transmission of the virus from men to their sex partners. But the CDC issued updated recommendations for preventing and testing for Zika infection on July 25, warning that the virus can be transmitted through unprotected sex with an infected female partner. A reported case of female-to-male sexual transmission in New York City, and limited human and non-human primate data indicating that Zika virus RNA can be detected in vaginal secretions, led to the new warning, the agency said. CDC’s expanded warnings on sexual exposure to Zika now  caution against sex without a condom or other barrier method of protection with any person, male or female, who has traveled to or lives in an area with Zika, including female to female transmission with a pregnant partner. British health officials reported Zika was found in a man’s semen two months after he was infected, suggesting the virus may linger in semen long after infection symptoms fade. The PAHO said Zika can be transmitted through blood, but this is an infrequent transmission mechanism. There is no evidence Zika can be transmitted to babies through breast milk. The WHO has identified Zika cases in Argentina, Chile, France, Italy and New Zealand as likely caused by sexual transmission.  What other complications are associated with Zika? Zika has also been associated with other neurological disorders, including serious brain and spinal cord infections. The long-term health consequences of Zika infection are unclear. Other uncertainties surround the incubation period of the virus and how Zika interacts with other viruses that are transmitted by mosquitoes, such as dengue. ",politicsNews,"August 11, 2016 "
"Obama, Fed's Yellen discussed economic risks in White House meeting","WASHINGTON (Reuters) - President Barack Obama and Federal Reserve Chair Janet Yellen discussed risks to the economy and progress from Wall Street reform during a rare meeting in the Oval Office on Monday, the White House said. “They discussed both the near and long-term growth outlook, the state of the labor market, inequality, and potential risks to the economy, both in the United States and globally,” the White House said in a statement about the meeting. “They also discussed the significant progress that has been made through the continued implementation of Wall Street Reform to strengthen our financial system and protect consumers.” ",politicsNews,"April 11, 2016 "
Franco-German fighter jet project likely to be opened to other countries,"BERLIN (Reuters) - A Franco-German program to develop a European fighter jet will likely be widened to include other countries to lower costs, officials with the German defense ministry and Europe s Airbus said on Wednesday. France and Germany unveiled the plans in July, burying past rivalries as part of a raft of measures to tighten defense and security cooperation. Companies in Britain, Italy and Sweden have expressed interest in participating in the multi-billion-euro program, that is widely expected to be led by Airbus and France s Dassault Aviation. Bertram Gorlo, Airbus Defence and Space s head of key account management for Germany, Austria and Switzerland, told a panel at the Berlin Security Conference that details were still being worked out, but he expected the program to be expanded to include more partners than just Germany and France.  I think ... we will have to ask for the support of other nations,  he said. France and Germany aim to come up with a roadmap by mid-2018 for jointly leading development of the new aircraft to replace their existing fleets of warplanes. Brigadier General Gerald Funke, head of the strategic defense planning and concepts division at the German defense ministry, said development of the next-generation aircraft system would likely begin the 2020s with the goal of seeing it enter into service in 2045. In the meantime, he said Germany was looking at buying an existing aircraft to replace its aging fleet of 85 Tornado jets beginning in 2025. Funke said it would be tough to avoid the national rivalries over jobs and other considerations that plagued earlier international programs like the A400M military transport plane.   In Europe, we re in a world where we still have national interests, industrial interests. And the more partners you have the more complicated it is,  he said.   On the other hand, I m also fully convinced that we will not be able to afford a national solution alone. The key is the will of the partners to cooperate and to find compromise.  Gorlo told the panel that Airbus successfully coordinated with many partners on each of its commercial airliners.  The question is less about the number of partners, it s more about the governance model under which we contract,  Gorlo said. He said the German defense ministry had already expressed interest in setting up a  lead nation  or  lead industry  concept for the new fighter program, which could help ensure a more efficient and streamlined development process. ",worldnews,"November 29, 2017 "
Senate Ethics Committee opens probe of Senator Franken,"WASHINGTON (Reuters) - The U.S. Senate Ethics Committee said on Thursday it has opened a preliminary inquiry into alleged misconduct by Senator Al Franken, who has been accused of sexual misconduct and inappropriately touching women. Franken, a Democrat, said this week he was embarrassed and ashamed by his behavior but would not resign.  He said he would cooperate with an Ethics Committee investigation.   “While the committee does not generally comment on pending matters or matters that may come before it, in this instance, the committee is publicly confirming that it has opened a preliminary inquiry into Senator Franken’s alleged misconduct,” the committee said in a statement. Asked for comment, a spokesperson for Franken said the senator was committed to cooperating fully with the ethics investigation. Franken is one of several prominent American men in politics, media and entertainment to be accused in recent months of sexual harassment and misconduct. He was accused of sexual misconduct by Leeann Tweeden, a radio broadcaster who in 2006 appeared with Franken in an entertainment tour for U.S. troops serving in war zones. Another woman, Lindsay Menz, accused Franken of touching her buttocks when they were being photographed at the Minnesota State Fair in 2010. Prior to winning his Senate seat in 2008, Franken was a well-known comedian, television writer and author. ",politicsNews,"November 30, 2017 "
"Russia says continues dialogue with Washington on North Korea, Iran: RIA","MOSCOW (Reuters) - Moscow and Washington are continuing a dialogue on North Korea and the future of the international deal on Iran s nuclear program, RIA news agency cited Russian Deputy Foreign Minister Sergei Ryabkov as saying on Friday. ",worldnews,"October 20, 2017 "
Greece and Turkey trade barbs as Erdogan visits Athens,"ATHENS (Reuters) - Greece and Turkey squared up over old disputes on Thursday during a state visit to Athens by President Tayyip Erdogan that quickly descended into verbal sparring over a list of historical grievances. Designed to boost relations between the two nations, the first visit of a Turkish president in 65 years quickly turned into a blunt grudge-fest between the NATO allies. The two countries agreed to revive a consultation process for confidence-building measures, Prime Minister Alexis Tsipras said. By the end of the first day, both sides appeared to pull back from what threatened to be a massive diplomatic flop.  There is a lot more which unites us, from that which divides us, as long as there is will,  Greek President Prokopis Pavlopoulos told a state banquet in Erdogan s honor.  We can live side by side,  Erdogan said in a translation provided by Greek state TV.  Our aim is to build the future differently, with unity, coexistence and solidarity,  he said. Earlier, he and Erdogan turned what was expected to be a staid welcoming ceremony into an unprecedented bout of diplomatic sparring over a host of differences.   The topics vented ranged from discrimination against Muslims in northern Greece to Turkey s military presence in ethnically-split Cyprus, and loose interpretations of an international treaty defining the borders of the two countries. The 1923 Treaty of Lausanne covered a range of issues and defined the borders of modern-day Turkey, and by extension, Greece. Erdogan told Greek media outlets before he even landed that the treaty needed a revision, putting Greeks in a defensive mode. At the noon meeting, Pavlopoulos ruled out any change to the treaty while a stern-looking Erdogan, seated beside him, said there were details in the treaty which required clarity. Though Erdogan focused on religious rights of the Turkish Muslim community in northern Greece, he said there were also problems on  military topics .  The truth, is I m a little confused regarding if what he is putting on the table is to modernize, to update, to comply with the Lausanne Treaty,  Tsipras said at a news conference as Erdogan stood at his side. SHOW-STOPPER The long exchange between Erdogan and the Greek president was the show-stopper, however.   This is the bedrock of our friendship,  said Pavlopoulos, referring to the treaty and pointedly telling his VIP guest he was a Professor of Law.  It has no flaws, it does not need to be reviewed or updated,  he said. Erdogan responded by saying it was a treaty signed 94 years ago and did not apply only to Greece or Turkey but also included countries such as Japan. It was also supposed to protect the Turkish minority in northern Greece, whom Erdogan said were still discriminated against.  You can t find such treatment of my Greek citizens in Turkey,  Erdogan said in a 30-minute, back-and-forth exchange where notes were slipped to both him and Pavlopoulos by ministers.  Erdogan is the first Turkish president to visit Athens since 1952. He is now doing his best to make sure that the next visit will not take place in the next 150 years,  said Wolfango Piccoli, Co-President of Teneo Intelligence. In Northern Greece, Erdogan said, Greece insisted on calling the Turkish community there Muslim rather than using the term  Turkish . There are more than 100,000 of them in the area known as Western Thrace.  They can t accept the word  Turk  being written outside a school,  said Erdogan, who is due to visit the region on Friday. Tsipras told Erdogan he too had sensitivities on religious freedoms. The Greek government, he said, had moved ahead with the reconstruction of a series of mosques around the country.  Yet not once did it cross our mind to hold an Orthodox religious ceremony in Fethiye mosque (in Athens) as wrongly, in my view, is taking place repeatedly in Hagia Sophia,  he said of the imposing structure in Istanbul that was once a church, converted into a mosque and now a museum. There have been readings of the Koran in Hagia Sophia in recent years. The NATO partners teetered on the brink of war in 1974, 1987 and 1996 over long-running disputes on ethnically divided Cyprus, mineral rights in the Aegean Sea and sovereignty over uninhabited islets in that sea.  We allowed your re-entry to NATO,  Erdogan told Pavlopoulos, referring to the departure of Greece from the bloc in 1974 after Turkey s invasion of Cyprus in response to a brief Greek-inspired coup.  It rejoined in 1980.  If it wasn t for us, you wouldn t have been able to (rejoin),  Erdogan said. While relations have improved, many Greeks believe Turkey has territorial aspirations against their country, an issue Erdogan said on at least two occasions was not the case. ",worldnews,"December 7, 2017 "
Turkey seeks life sentences for 60 ex-military over 1997 'post-modern coup',"ISTANBUL (Reuters) - Sixty people including a former military chief faced demands for life jail terms over a 1997 campaign of army pressure, known in Turkey as the  post-modern  coup, that toppled the country s first Islamist-led government, state media said on Thursday. Coups in 1960 and 1980 and a failed 2016 putsch involved overt army use of force, but the resignation of prime minister Necmettin Erbakan followed warnings and only a brief appearance of tanks in a provincial town. It is an action that has long rankled with current Islamist-rooted President Tayyip Erdogan.  In his final opinion on the case, the prosecutor said the army action, which did not result in any direct military rule, constituted a real coup attempt and could not be defined as  post-modern , broadcaster NTV reported. Among those facing life sentences are General Ismail Hakki Karadayi, 85, who was chief of general staff between 1994 and 1998, and his deputy at the time General Cevik Bir, state-run Anadolu news agency said. The investigation into the unseating of Erbakan, who led a coalition government, is one of a series of court cases that have targeted the formerly all powerful secularist military in recent years. The army s influence has been curbed drastically under  Erdogan, who first came to power in 2003 and who was a member of Erbakan s Welfare Party at the time of the government s ouster. A total of 103 people, mostly retired generals, had been named in the trial s 1,300-page indictment, accused of  overthrowing by force, and participating in the overthrow  of a government. While aggravated life sentences were sought for 60 defendants, the prosecutor asked for the acquittal of 39 other defendants, NTV reported. The four other defendants have died since the court case began in 2013. Last year, rogue soldiers commandeered warplanes, tanks and helicopters in a failed coup which killed 250 people and which Ankara has blamed on U.S.-based Islamic preacher Fethullah Gulen. He has denied involvement. Erbakan, who died in 2011, pioneered Islamist politics in Turkey, a Muslim country with a secular state system, paving the way for the later success of Erdogan s AK Party. ",worldnews,"December 21, 2017 "
"Hastert loses one Illinois pension, keeps another after sentencing","CHICAGO (Reuters) - Illinois stripped former U.S. House of Representatives Speaker Dennis Hastert of his teacher’s pension on Wednesday, but his sentencing for a federal financial crime linked to past sex abuse will not cost him a second, more lucrative state pension. The state Teachers’ Retirement System moved swiftly after Hastert’s sentencing by ending his $16,622-a-year annuity from 16 years of teaching in a far western suburb of Chicago, where the sexual abuse to which he admitted occurred. But Hastert will not lose his $28,025 annual pension from his six years as a member of the Illinois House of Representatives. The Teachers’ Retirement System, in ending Hastert’s pension, cited an Illinois law that prohibits retired educators from drawing pensions if they are found guilty of a felony arising from their service as teachers. Hastert was sentenced by a federal judge in Chicago on Wednesday to 15 months in prison, followed by two years of probation and sex-offender treatment for a financial crime related to his sexual abuse of high school wrestlers he coached decades ago. As a teacher between 1965 and 1981, Hastert’s contributions to the Teachers’ Retirement System totaled $16,327. Since 1997, Hastert received $237,045 in pension payments, the agency disclosed. But his benefit from his years as a member of the Illinois House of Representatives will continue because the crime to which Hastert admitted happened after 2010, more than two decades after his departure from the Illinois statehouse, said Timothy Blair, executive secretary for the state General Assembly Retirement System. “The one charge on this that stuck happened well after his time in the General Assembly,” Blair said. “Obviously, it couldn’t be related to his role as an elected official here.” As a legislator, Hastert contributed $19,805 to his legislative pension and has received $420,524, Blair’s agency disclosed. The federal agency that administers congressional pensions did not respond to questions about Hastert on Wednesday. ",politicsNews,"April 28, 2016 "
"Turkey urges Iraqi Kurds to drop referendum, cites sanctions","ISTANBUL (Reuters) - Turkey appealed to northern Iraq s Kurdish region on Friday to drop plans for an independence referendum, saying it would threaten security and force Ankara to slap sanctions on a neighbor and trading partner. Turkish government spokesman Bekir Bozdag told a news conference that  all options were on the table  regarding its response to the referendum, although he stopped short of giving details on what sanctions could entail.  It is not possible for us to accept the postponing of the referendum either. We demand a total cancellation, so that we won t have to impose sanctions,  Bozdag told reporters. Bozdag s comments followed back-to-back meetings of Turkey s cabinet and National Security Council, both of which were chaired by President Tayyip Erdogan. The president has also said parliament will convene on Saturday to discuss the response to the referendum. Earlier, the council called on the president of the northern Iraqi Kurdish region, Massoud Barzani, to stop the referendum. The council said Turkey retained the rights defined in bilateral and international agreements if the vote were held. It did not elaborate on the nature of those rights.  Turkey, home to the largest Kurdish population in the region and fighting a Kurdish insurgency, has warned that any breakup of neighboring Iraq or Syria could lead to a global conflict. Turkish Prime Minister Binali Yildirim said the referendum was a matter of national security for the country and Ankara would never accept a change of status in Iraq or Syria.  An action that will change the status in Syria and Iraq is an unacceptable result for Turkey, and we will do what is necessary,  Yildirim said. Erdogan has threatened to impose sanctions against Kurdish northern Iraq.  On Monday, the Turkish army launched a highly visible military drill near the Habur border crossing, which military sources said was due to last until Sept. 26, a day after the planned referendum. Turkey has for years been northern Iraq s main link to the outside world. It has built strong trade ties with the semi-autonomous region, which exports hundreds of thousands of barrels of oil per day through Turkey to international markets. ",worldnews,"September 22, 2017 "
Ukraine agrees to sign EU summit declaration: officials,"BRUSSELS (Reuters) - The European Union and six former Soviet republics, including Ukraine, agreed a joint summit declaration on Friday that aims to help bring the countries closer to the West, overcoming Kiev s objections, two EU officials said.  It s been agreed,  one official said as leaders from EU member states and from Ukraine, Belarus, Moldova, Georgia, Armenia and Azerbaijan met for talks in Brussels. ",worldnews,"November 24, 2017 "
Czech far-right party says will not support new government,"PRAGUE (Reuters) - The Czech far-right Freedom and Direct Democracy party (SPD) said on Thursday it would not support a new minority government formed by the ANO party leader Andrej Babis, making it more likely the government will lose a confidence vote next month. If Babis loses, he will stay in power as caretaker while another coalition arrangement is sought. Given ANO s strength, however, it is almost impossible to form a government without it.  SPD leader Tomio Okamura told a news conference his party had led talks with ANO and while there were some common points on program, there were also many differences and SPD had objections to several ministers.  We told them we will not support this government,  Okamura told reporters. He said ANO refused to back its plan to legislate a referendum law allowing to vote on leaving the European Union, one of SPD s campaign calls.  Running on an anti-establishment platform and pledges to improve management of public affairs, ANO won 78 out of 200 seats in the lower house of parliament in an October election. But it has failed to find any coalition partners or support for its minority government among the other eight factions in parliament. Only the far-left Communists, with 15 seats, have not ruled out supporting the government.  The SPD, with 22 seats, had supported ANO in a number of votes, raising the possibility that it might also in the end vote for the cabinet. The fresh rejection to back the cabinet makes Babis s success less likely. Under the EU and NATO member country s constitution, Babis has to call a confidence vote by mid-January. Several parties - including SPD but also ANO s coalition partners in the previous cabinet, the Social Democrats and the Christian Democrats   have indicated they may be open to discussions on supporting an ANO-led government in the second round if Babis s first attempt fails. The main objection to Babis is a police investigation into alleged fraud Babis is suspected of in tapping a 2 million euro EU subsidy for a conference center outside Prague a decade ago.  Babis denies any wrongdoing. Parliament is expected to vote in January whether to lift his immunity and allow police to prosecute him. Parties also criticise Babis for conflicts of interests he has as a politician and a billionaire owner of over 25o firms in chemicals, farming, media and other sectors. ",worldnews,"December 21, 2017 "
"Myanmar forces may be guilty of genocide against Rohingya, U.N. says","GENEVA (Reuters) - Myanmar s security forces may be guilty of genocide against the Rohingya Muslim minority and more of them are fleeing despite a deal between Myanmar and Bangladesh to send them home, the top U.N. human rights official said on Tuesday. The United Nations defines genocide as acts meant to destroy a national, ethnic, racial or religious group in whole or in part. Such a designation is rare under international law, but has been used in contexts including Bosnia, Sudan and an Islamic State campaign against the Yazidi communities in Iraq and Syria. Zeid Ra ad al-Hussein, U.N. High Commissioner for Human Rights, was addressing a special session of the Human Rights Council which later adopted a resolution condemning  the very likely commission of crimes against humanity  by security forces and others against Rohingya. Myanmar s ambassador Htin Lynn said his government  dissociated  itself from the text and denounced what he called  politicisation and partiality . Zeid, who has described the campaign in the past as a  textbook case of ethnic cleansing , said that none of the 626,000 Rohingya who have fled violence to Bangladesh since August should be repatriated to Myanmar unless there was robust monitoring on the ground. He described reports of  acts of appalling barbarity committed against the Rohingya, including deliberately burning people to death inside their homes, murders of children and adults; indiscriminate shooting of fleeing civilians; widespread rapes of women and girls, and the burning and destruction of houses, schools, markets and mosques .  Can anyone - can anyone - rule out that elements of genocide may be present?  he told the 47-member state forum. Shahriar Alam, Bangladesh s junior foreign affairs minister, told the session in Geneva that his country was hosting nearly one million  Myanmar nationals  following executions and rapes. These crimes had been  perpetrated by Myanmar security forces and extremist Buddhist vigilantes , Alam said, calling for an end to what he called  xenophobic rhetoric..including from higher echelons of the government and the military . Mainly Buddhist Myanmar denies the Muslim Rohingya are its citizens and considers them foreigners.  China s foreign ministry spokesman Geng Shuang on Wednesday told a regular news briefing that the resolution would not resolve or alleviate the situation.  It could further complicate the issue and have a negative impact on Myanmar and Bangladesh implementing the repatriation agreement,  he said. China has supported Myanmar in the face of international criticism and has taken an increasingly active role in the issue, with foreign minister Wang Yi recently proposing a three step resolution during a visit to Myanmar. But Nicholas Bequelin, East Asia director at Amnesty International, said in a statement that by voting against the resolution China has proved itself  woefully out of step  with world opinion and is serving to  preserve impunity for horrific crimes . Marzuki Darusman, head of an independent international fact-finding mission on Myanmar, said by video from Malaysia that his team has interviewed Rohingya refugees, including children in the Bangladeshi port city of Cox s Bazar, who recounted  acts of extreme brutality  and  displayed signs of severe trauma . Myanmar has not granted the investigators access to Rakhine, the northern state from which the Rohingya have fled, Darusman said.  We maintain hope that it will be granted early in 2018.  Pramila Patten, special envoy of the U.N. Secretary-General on sexual violence in conflict, who interviewed survivors in Bangladesh in November, said she had heard accounts of  rape, gang rape by multiple soldiers, forced public nudity and humiliation, and sexual slavery in military captivity . Myanmar denies committing atrocities against the Rohingya. Its envoy Htin said:  People will say what they wanted to believe and sometimes they will say what they were told to say.  ",worldnews,"December 5, 2017 "
Lack of clear UK stance making Brexit talks tough: French PM,"BERLIN (Reuters) - French Prime Minister Edouard Philippe said during a visit to Berlin on Friday that Britain had still not clearly defined its positions on Brexit and that this was making negotiations with the EU-27 more difficult. Answering questions from an audience in Berlin after a speech on the French government s reform drive, Philippe rejected a suggestion that other European countries were being  tough  on Britain and said it bore blame for difficulties in the talks.  Our aim is not to be tough with the British. What is true is that these are difficult negotiations,  Philippe said.  And they are difficult, they have been made difficult, because the initial positions of British diplomats still need to be clearly defined to a certain extent,  he added, before heading to the chancellery for a meeting with Germany s Angela Merkel. Nearly three months into talks on the terms of Britain s departure from the European Union, the two sides have made little progress on the issues that Brussels wants resolved before talks on a future trading relationship begin. These include expatriate citizens  rights, the Irish border and the bill that London should pay its EU partners to settle existing financial commitments. Philippe said he regretted Britain s decision to leave the EU and, coming from Normandy, felt like he was among cousins when he traveled to the United Kingdom. But he said it was important for the EU-27 and its lead negotiator, Frenchman Michel Barnier, to ensure that the interests of citizens on the continent were protected. For that, the bloc had to stick to its sequencing plan.  It is our responsibility to ensure that the exit is done in an orderly manner,  Philippe said. ",worldnews,"September 15, 2017 "
NATO launches Black Sea force as latest counter to Russia,"CRAIOVA, Romania (Reuters) - NATO launched a new multinational force in Romania on Monday to counter Russia along its eastern flank and to check a growing Russian presence in the Black Sea following the Kremlin s 2014 seizure of Crimea. The force will initially be built around a Romanian brigade of up to 4,000 soldiers, supported by troops from nine other NATO countries, and complementing a separate deployment of 900 U.S. troops who are already in place. The plans are to include additional air and sea assets to give the force greater capabilities.  Our purpose is peace, not war,  Romanian President Klaus Iohannis told the NATO Parliamentary Assembly of alliance lawmakers, which is meeting this year in Bucharest.  We are not a threat for Russia. But we need dialogue from a strong position of defense and discouragement,  he said, before flying to the Craiova military base in south-eastern Romania.   At the base, as military bands played, NATO Secretary-General Jens Stoltenberg stood alongside Iohannis, addressed some of the troops in green face paint and inspected vehicles and weapons.   We are sending a very clear message: NATO is here, NATO is strong and NATO is united,  Stoltenberg told assembled Polish, Romanian, Spanish and Portuguese soldiers. Russia accuses NATO of trying to encircle it and threatening stability in Eastern Europe, which NATO denies. Around the Black Sea, Romania, Bulgaria and Turkey are NATO members while Georgia and Ukraine aspire to join. The NATO force aims to develop its presence in the Black Sea region, rich in oil and gas, without escalating tensions as it seeks to counter Russia s own plans to create what military analysts say is a  buffer zone . The 2008 Russian operation to put troops in Georgia s South Ossetia region, its support for separatists in eastern Ukraine since 2014 and its annexation of Crimea have raised the stakes, with all sides warning of a new, Cold-War style scenario.       Apart from Romania, Poland is the biggest troop contributor. Bulgaria, Italy and Portugal will train regularly with the force in Craiova, and Germany is also expected to contribute.  In additional to existing NATO Black Sea naval patrols, a maritime presence will include more allied visits to Romanian and Bulgarian ports, training and exercises. Britain is deploying fighter planes to Romania. Canada is already helping to patrol Romanian air space, and Italian planes are helping patrol over Bulgaria. Some Eastern Europeans want NATO s new ballistic missile defense shield, which includes a site in Romania, to be part of NATO s eastern posture vis-a-vis Russia.   The Aegis Ashore system would add another level of deterrence,  said Maciej Kowalski, an analyst at the Polish Casimir Pulaski Foundation, referring to the U.S.-built system. NATO says the system is to intercept any Iranian rockets. As in the Baltics and Poland, where the U.S.-led alliance has some 4,000 troops, NATO says the relatively light multinational model recalls allied support for West Berlin in the 1950s, when the presence of British, French and U.S. forces ensured the Soviet Union could not control all of Berlin. Under NATO s founding treaty, an attack on one ally is an attack on all, meaning all 28 NATO nations would be required to respond in the case of any potential Russian aggression. While months in planning, the establishment of the force  comes as Russia winds down its biggest war games since 2013. The Zapad, or West, games showed off Moscow s latest weaponry and its ability to quickly mass forces on NATO s borders.  The enhanced NATO presence in Romania and Bulgaria marks a diplomatic success for Bucharest, which gained greater persuasive power because it is set to reach a NATO goal of spending 2 percent of economic output on defense this year, a priority for U.S. President Donald Trump. Romania pushed for bigger NATO naval presence on the Black Sea for more than a year, but found its neighbor Bulgaria wary of provoking Russia. Turkey supports only limited NATO reinforcements, concerned about breaking international rules limiting the scale of patrols in the Black Sea. Turkey has played down the extent of Russia s militarization of Crimea, which NATO says involves deploying surface-to-air missiles and communications jamming equipment. ",worldnews,"October 9, 2017 "
Russian long-range bombers strike Islamic State targets in Syria,"MOSCOW (Reuters) - Six Russian long-range bombers struck Islamic State targets near the town of Albu Kamal in Syria s Deir al-Zor Province on Wednesday, the Russian Defence Ministry said in a statement. The TU-22M3 bombers took off from bases in Russia and overflew Iran and Iraq before launching the strike, it said.  The ministry said the planes had bombed Islamic State supply depots, militants, and armored vehicles and that satellite and drone surveillance had confirmed that all of the designated targets had been destroyed.  It said Sukhoi-30SM fighter jets, based at the Hmeymim air base in Syria used by Russian forces, had escorted the bombers while they were in Syrian air space and that all the bombers had safely returned to their bases. Russia on Tuesday accused the United States of providing de-facto cover for Islamic State units in Syria and of only pretending to fight terrorism in the Middle East. Specifically, the Russian Defence Ministry said the U.S. air force had tried to hinder Russian strikes on Islamic State militants around Albu Kamal. Asked about the Russian allegations, Colonel Ryan Dillon, a spokesman for the U.S.-led coalition fighting Islamic State, said:   The Russian ministry of defense statements are about as accurate as their air campaign and I think that is a reason for them to start, you know, coming out with their latest barrage of lies.   ",worldnews,"November 15, 2017 "
Croatia jails Serb paramilitary commander for war crimes,"ZAGREB (Reuters) - A Croatian court on Tuesday sentenced a Serb former paramilitary commander to 15 years in prison for torturing and killing soldiers and civilians during Croatia s 1991-95 independence war. Dragan Vasiljkovic, 62, who has dual Serbian and Australian citizenship, was charged with violating the Geneva Convention by torturing and killing captive Croatian soldiers and police in the rebel stronghold of Knin and for crimes near the towns of Glina and Benkovac in 1991 and 1993.   Vasiljkovic, whose trial in the Adriatic city of Split took one year, denied he had committed any crimes and can file an appeal. He was extradited to Croatia in 2015 after losing a nine-year battle to block extradition. He had been living in Perth and working as a golf instructor under the name Daniel Snedden. Croatia declared independence from Yugoslavia in 1991 but its Serb minority, backed by Belgrade, seized a third of the country by force. Croatia retook its occupied territory in a 1995 offensive. ",worldnews,"September 26, 2017 "
